,player,team,line,stat,league,date,time
890,Yang Suk-Hwan,Lotte Giants,2.0,Hits+Runs+RBIS,135,2023-10-11,2023-10-10 15:57:00
891, Kim Sun-bin,Kiwoom Heroes,2.5,Hits+Runs+RBIS,135,2023-10-11,2023-10-10 15:57:00
892,Song Sung-mun,Kia Tigers,1.5,Hits+Runs+RBIS,135,2023-10-11,2023-10-10 15:57:00
893,Anthony Cirelli,NSH,2.5,SOG + BS,8,2023-10-10,2023-10-10 15:57:00
894,Gustav Nyquist,TB,2.5,SOG + BS,8,2023-10-10,2023-10-10 15:57:00
895,Erik Cernak,NSH,2.5,SOG + BS,8,2023-10-10,2023-10-10 15:57:00
896,Ryan McDonagh,TB,3.5,SOG + BS,8,2023-10-10,2023-10-10 15:57:00
897,Taylor Hall,PIT,2.5,SOG + BS,8,2023-10-10,2023-10-10 15:57:00
898,Erik Karlsson,CHI,3.5,SOG + BS,8,2023-10-10,2023-10-10 15:57:00
899,Tyler Johnson,PIT,2.5,SOG + BS,8,2023-10-10,2023-10-10 15:57:00
900,Alex Pietrangelo,SEA,4.5,SOG + BS,8,2023-10-10,2023-10-10 15:57:00
901,Matty Beniers,VGK,2.5,SOG + BS,8,2023-10-10,2023-10-10 15:57:00
902,Brayden McNabb,SEA,3.5,SOG + BS,8,2023-10-10,2023-10-10 15:57:00
903,Adam Larsson,VGK,3.5,SOG + BS,8,2023-10-10,2023-10-10 15:57:00
904,Nikita Kucherov,NSH,1.0,Shots On Goal,227,2023-10-10,2023-10-10 15:57:00
905,Roman Josi,TB,1.0,Shots On Goal,227,2023-10-10,2023-10-10 15:57:00
906,Brandon Hagel,NSH,0.5,Shots On Goal,227,2023-10-10,2023-10-10 15:57:00
907,Cody Glass,TB,0.5,Shots On Goal,227,2023-10-10,2023-10-10 15:57:00
908,Anthony Cirelli,NSH,0.5,Shots On Goal,227,2023-10-10,2023-10-10 15:57:00
909,Tyson Barrie,TB,0.5,Shots On Goal,227,2023-10-10,2023-10-10 15:57:00
910,Mikhail Sergachev,NSH,0.5,Shots On Goal,227,2023-10-10,2023-10-10 15:57:00
911,Ryan O'Reilly,TB,0.5,Shots On Goal,227,2023-10-10,2023-10-10 15:57:00
912,Jonas Johansson,NSH,9.0,Goalie Saves,227,2023-10-10,2023-10-10 15:57:00
913,Juuse Saros,TB,10.0,Goalie Saves,227,2023-10-10,2023-10-10 15:57:00
914,Sidney Crosby,CHI,1.0,Shots On Goal,227,2023-10-10,2023-10-10 15:57:00
915,Connor Bedard,PIT,1.0,Shots On Goal,227,2023-10-10,2023-10-10 15:57:00
916,Reilly Smith,CHI,0.5,Shots On Goal,227,2023-10-10,2023-10-10 15:57:00
917,Taylor Hall,PIT,0.5,Shots On Goal,227,2023-10-10,2023-10-10 15:57:00
918,Evgeni Malkin,CHI,1.0,Shots On Goal,227,2023-10-10,2023-10-10 15:57:00
919,Tyler Johnson,PIT,0.5,Shots On Goal,227,2023-10-10,2023-10-10 15:57:00
920,Tristan Jarry,CHI,8.5,Goalie Saves,227,2023-10-10,2023-10-10 15:57:00
921,Petr Mrazek,PIT,10.5,Goalie Saves,227,2023-10-10,2023-10-10 15:57:00
922,Jack Eichel,SEA,1.0,Shots On Goal,227,2023-10-10,2023-10-10 15:57:00
923,Matty Beniers,VGK,0.5,Shots On Goal,227,2023-10-10,2023-10-10 15:57:00
924,Jonathan Marchessault,SEA,1.0,Shots On Goal,227,2023-10-10,2023-10-10 15:57:00
925,Jared McCann,VGK,1.0,Shots On Goal,227,2023-10-10,2023-10-10 15:57:00
926,Alex Pietrangelo,SEA,0.5,Shots On Goal,227,2023-10-10,2023-10-10 15:57:00
927,Eeli Tolvanen,VGK,0.5,Shots On Goal,227,2023-10-10,2023-10-10 15:57:00
928,Shea Theodore,SEA,0.5,Shots On Goal,227,2023-10-10,2023-10-10 15:57:00
929,Jordan Eberle,VGK,0.5,Shots On Goal,227,2023-10-10,2023-10-10 15:57:00
930,Adin Hill,SEA,9.0,Goalie Saves,227,2023-10-10,2023-10-10 15:57:00
931,Philipp Grubauer,VGK,9.0,Goalie Saves,227,2023-10-10,2023-10-10 15:57:00
932,Woro2k,B8,16.5,MAP 3 Kills,265,2023-10-12,2023-10-10 15:57:00
933,sdy,B8,15.0,MAP 3 Kills,265,2023-10-12,2023-10-10 15:57:00
934,DemQQ,B8,15.0,MAP 3 Kills,265,2023-10-12,2023-10-10 15:57:00
935,kRaSnaL,B8,14.0,MAP 3 Kills,265,2023-10-12,2023-10-10 15:57:00
936,br0,B8,13.5,MAP 3 Kills,265,2023-10-12,2023-10-10 15:57:00
937,r1nkle,Monte,14.0,MAP 3 Kills,265,2023-10-12,2023-10-10 15:57:00
938,cptkurtka023,Monte,14.0,MAP 3 Kills,265,2023-10-12,2023-10-10 15:57:00
939,OWNER,Monte,13.5,MAP 3 Kills,265,2023-10-12,2023-10-10 15:57:00
940,npl,Monte,12.5,MAP 3 Kills,265,2023-10-12,2023-10-10 15:57:00
941,amster,Monte,10.5,MAP 3 Kills,265,2023-10-12,2023-10-10 15:57:00
942,Woro2k,B8,6.0,MAP 3 Headshots,265,2023-10-12,2023-10-10 15:57:00
943,sdy,B8,7.0,MAP 3 Headshots,265,2023-10-12,2023-10-10 15:57:00
944,DemQQ,B8,7.5,MAP 3 Headshots,265,2023-10-12,2023-10-10 15:57:00
945,kRaSnaL,B8,7.0,MAP 3 Headshots,265,2023-10-12,2023-10-10 15:57:00
946,br0,B8,8.0,MAP 3 Headshots,265,2023-10-12,2023-10-10 15:57:00
947,r1nkle,Monte,5.5,MAP 3 Headshots,265,2023-10-12,2023-10-10 15:57:00
948,cptkurtka023,Monte,8.5,MAP 3 Headshots,265,2023-10-12,2023-10-10 15:57:00
949,OWNER,Monte,7.5,MAP 3 Headshots,265,2023-10-12,2023-10-10 15:57:00
950,npl,Monte,7.0,MAP 3 Headshots,265,2023-10-12,2023-10-10 15:57:00
951,amster,Monte,5.0,MAP 3 Headshots,265,2023-10-12,2023-10-10 15:57:00
952,TruNiQ,FORZE,16.0,MAP 3 Kills,265,2023-10-12,2023-10-10 15:57:00
953,leri511,FORZE,15.5,MAP 3 Kills,265,2023-10-12,2023-10-10 15:57:00
954,fozil,FORZE,15.0,MAP 3 Kills,265,2023-10-12,2023-10-10 15:57:00
955,enzero,FORZE,13.0,MAP 3 Kills,265,2023-10-12,2023-10-10 15:57:00
956,Vert,FORZE,12.0,MAP 3 Kills,265,2023-10-12,2023-10-10 15:57:00
957,r3salt,Space,15.5,MAP 3 Kills,265,2023-10-12,2023-10-10 15:57:00
958,shalfey,Space,15.0,MAP 3 Kills,265,2023-10-12,2023-10-10 15:57:00
959,sstiNiX,Space,14.0,MAP 3 Kills,265,2023-10-12,2023-10-10 15:57:00
960,tN1R,Space,13.0,MAP 3 Kills,265,2023-10-12,2023-10-10 15:57:00
961,matusik,Space,13.5,MAP 3 Kills,265,2023-10-12,2023-10-10 15:57:00
962,TruNiQ,FORZE,8.5,MAP 3 Headshots,265,2023-10-12,2023-10-10 15:57:00
963,leri511,FORZE,5.0,MAP 3 Headshots,265,2023-10-12,2023-10-10 15:57:00
964,fozil,FORZE,8.5,MAP 3 Headshots,265,2023-10-12,2023-10-10 15:57:00
965,enzero,FORZE,7.0,MAP 3 Headshots,265,2023-10-12,2023-10-10 15:57:00
966,Vert,FORZE,6.0,MAP 3 Headshots,265,2023-10-12,2023-10-10 15:57:00
967,r3salt,Space,10.0,MAP 3 Headshots,265,2023-10-12,2023-10-10 15:57:00
968,shalfey,Space,7.0,MAP 3 Headshots,265,2023-10-12,2023-10-10 15:57:00
969,sstiNiX,Space,8.5,MAP 3 Headshots,265,2023-10-12,2023-10-10 15:57:00
970,tN1R,Space,8.0,MAP 3 Headshots,265,2023-10-12,2023-10-10 15:57:00
971,matusik,Space,5.0,MAP 3 Headshots,265,2023-10-12,2023-10-10 15:57:00
972,BOROS,PARIVISION,16.5,MAP 3 Kills,265,2023-10-12,2023-10-10 15:57:00
973,lauNX,PARIVISION,14.5,MAP 3 Kills,265,2023-10-12,2023-10-10 15:57:00
974,bodyy,PARIVISION,14.5,MAP 3 Kills,265,2023-10-12,2023-10-10 15:57:00
975,mhL,PARIVISION,15.0,MAP 3 Kills,265,2023-10-12,2023-10-10 15:57:00
976,NBK-,PARIVISION,12.0,MAP 3 Kills,265,2023-10-12,2023-10-10 15:57:00
977,BELCHONOKK,Falcons,15.0,MAP 3 Kills,265,2023-10-12,2023-10-10 15:57:00
978,xsepower,Falcons,13.5,MAP 3 Kills,265,2023-10-12,2023-10-10 15:57:00
979,X5G7V,Falcons,14.0,MAP 3 Kills,265,2023-10-12,2023-10-10 15:57:00
980,Jerry,Falcons,13.5,MAP 3 Kills,265,2023-10-12,2023-10-10 15:57:00
981,Raijin,Falcons,12.5,MAP 3 Kills,265,2023-10-12,2023-10-10 15:57:00
982,BOROS,PARIVISION,10.5,MAP 3 Headshots,265,2023-10-12,2023-10-10 15:57:00
983,lauNX,PARIVISION,9.0,MAP 3 Headshots,265,2023-10-12,2023-10-10 15:57:00
984,bodyy,PARIVISION,8.0,MAP 3 Headshots,265,2023-10-12,2023-10-10 15:57:00
985,mhL,PARIVISION,5.5,MAP 3 Headshots,265,2023-10-12,2023-10-10 15:57:00
986,NBK-,PARIVISION,7.5,MAP 3 Headshots,265,2023-10-12,2023-10-10 15:57:00
987,BELCHONOKK,Falcons,7.5,MAP 3 Headshots,265,2023-10-12,2023-10-10 15:57:00
988,xsepower,Falcons,4.5,MAP 3 Headshots,265,2023-10-12,2023-10-10 15:57:00
989,X5G7V,Falcons,7.0,MAP 3 Headshots,265,2023-10-12,2023-10-10 15:57:00
990,Jerry,Falcons,7.0,MAP 3 Headshots,265,2023-10-12,2023-10-10 15:57:00
991,Raijin,Falcons,7.0,MAP 3 Headshots,265,2023-10-12,2023-10-10 15:57:00
992,jkaem,Sangal,16.5,MAP 3 Kills,265,2023-10-12,2023-10-10 15:57:00
993,CacaNito,Sangal,14.5,MAP 3 Kills,265,2023-10-12,2023-10-10 15:57:00
994,nawwk,Sangal,15.0,MAP 3 Kills,265,2023-10-12,2023-10-10 15:57:00
995,sense,Sangal,13.0,MAP 3 Kills,265,2023-10-12,2023-10-10 15:57:00
996,kyxsan,Sangal,13.5,MAP 3 Kills,265,2023-10-12,2023-10-10 15:57:00
997,kyuubii,Apeks,15.0,MAP 3 Kills,265,2023-10-12,2023-10-10 15:57:00
998,PANIX,Apeks,13.5,MAP 3 Kills,265,2023-10-12,2023-10-10 15:57:00
999,LNZ,Apeks,12.0,MAP 3 Kills,265,2023-10-12,2023-10-10 15:57:00
1000,sausol,Apeks,11.5,MAP 3 Kills,265,2023-10-12,2023-10-10 15:57:00
1001,Yxngstxr,Apeks,12.0,MAP 3 Kills,265,2023-10-12,2023-10-10 15:57:00
1002,jkaem,Sangal,9.5,MAP 3 Headshots,265,2023-10-12,2023-10-10 15:57:00
1003,CacaNito,Sangal,8.0,MAP 3 Headshots,265,2023-10-12,2023-10-10 15:57:00
1004,nawwk,Sangal,5.5,MAP 3 Headshots,265,2023-10-12,2023-10-10 15:57:00
1005,sense,Sangal,7.0,MAP 3 Headshots,265,2023-10-12,2023-10-10 15:57:00
1006,kyxsan,Sangal,6.5,MAP 3 Headshots,265,2023-10-12,2023-10-10 15:57:00
1007,kyuubii,Apeks,7.5,MAP 3 Headshots,265,2023-10-12,2023-10-10 15:57:00
1008,PANIX,Apeks,4.0,MAP 3 Headshots,265,2023-10-12,2023-10-10 15:57:00
1009,LNZ,Apeks,6.5,MAP 3 Headshots,265,2023-10-12,2023-10-10 15:57:00
1010,sausol,Apeks,6.5,MAP 3 Headshots,265,2023-10-12,2023-10-10 15:57:00
1011,Yxngstxr,Apeks,6.5,MAP 3 Headshots,265,2023-10-12,2023-10-10 15:57:00
1012,KENSI,SINNERS,16.0,MAP 3 Kills,265,2023-10-12,2023-10-10 15:57:00
1013,Norwi,SINNERS,15.5,MAP 3 Kills,265,2023-10-12,2023-10-10 15:57:00
1014,lattykk,SINNERS,14.5,MAP 3 Kills,265,2023-10-12,2023-10-10 15:57:00
1015,Lack1,SINNERS,14.5,MAP 3 Kills,265,2023-10-12,2023-10-10 15:57:00
1016,SELLTER,SINNERS,13.0,MAP 3 Kills,265,2023-10-12,2023-10-10 15:57:00
1017,SHOCK,Aurora,15.0,MAP 3 Kills,265,2023-10-12,2023-10-10 15:57:00
1018,KWERTZZ,Aurora,15.0,MAP 3 Kills,265,2023-10-12,2023-10-10 15:57:00
1019,oskar,Aurora,13.5,MAP 3 Kills,265,2023-10-12,2023-10-10 15:57:00
1020,ZEDKO,Aurora,13.0,MAP 3 Kills,265,2023-10-12,2023-10-10 15:57:00
1021,beastik,Aurora,11.5,MAP 3 Kills,265,2023-10-12,2023-10-10 15:57:00
1022,KENSI,SINNERS,8.5,MAP 3 Headshots,265,2023-10-12,2023-10-10 15:57:00
1023,Norwi,SINNERS,8.0,MAP 3 Headshots,265,2023-10-12,2023-10-10 15:57:00
1024,lattykk,SINNERS,5.5,MAP 3 Headshots,265,2023-10-12,2023-10-10 15:57:00
1025,Lack1,SINNERS,7.5,MAP 3 Headshots,265,2023-10-12,2023-10-10 15:57:00
1026,SELLTER,SINNERS,7.0,MAP 3 Headshots,265,2023-10-12,2023-10-10 15:57:00
1027,SHOCK,Aurora,8.0,MAP 3 Headshots,265,2023-10-12,2023-10-10 15:57:00
1028,KWERTZZ,Aurora,9.5,MAP 3 Headshots,265,2023-10-12,2023-10-10 15:57:00
1029,oskar,Aurora,4.5,MAP 3 Headshots,265,2023-10-12,2023-10-10 15:57:00
1030,ZEDKO,Aurora,8.5,MAP 3 Headshots,265,2023-10-12,2023-10-10 15:57:00
1031,beastik,Aurora,6.5,MAP 3 Headshots,265,2023-10-12,2023-10-10 15:57:00
1032,w0nderful,The Prodigies,17.5,MAP 3 Kills,265,2023-10-12,2023-10-10 15:57:00
1033,Zyphon,The Prodigies,15.0,MAP 3 Kills,265,2023-10-12,2023-10-10 15:57:00
1034,spooke,The Prodigies,15.0,MAP 3 Kills,265,2023-10-12,2023-10-10 15:57:00
1035,raalz,The Prodigies,13.0,MAP 3 Kills,265,2023-10-12,2023-10-10 15:57:00
1036,Tauson,The Prodigies,12.5,MAP 3 Kills,265,2023-10-12,2023-10-10 15:57:00
1037,Gizmy,Sprout,13.5,MAP 3 Kills,265,2023-10-12,2023-10-10 15:57:00
1038,P4TriCK,Sprout,13.0,MAP 3 Kills,265,2023-10-12,2023-10-10 15:57:00
1039,shield,Sprout,13.0,MAP 3 Kills,265,2023-10-12,2023-10-10 15:57:00
1040,krii,Sprout,12.0,MAP 3 Kills,265,2023-10-12,2023-10-10 15:57:00
1041,consss,Sprout,11.5,MAP 3 Kills,265,2023-10-12,2023-10-10 15:57:00
1042,cerolzin,FURIA Academy,37.5,MAPS 1-2 Kills,124,2023-10-10,2023-10-10 15:57:00
1043,bnc,FURIA Academy,36.5,MAPS 1-2 Kills,124,2023-10-10,2023-10-10 15:57:00
1044,beg0d,FURIA Academy,34.5,MAPS 1-2 Kills,124,2023-10-10,2023-10-10 15:57:00
1045,leleo,FURIA Academy,30.0,MAPS 1-2 Kills,124,2023-10-10,2023-10-10 15:57:00
1046,kye,BeBold,41.0,MAPS 1-2 Kills,124,2023-10-10,2023-10-10 15:57:00
1047,mello,BeBold,37.5,MAPS 1-2 Kills,124,2023-10-10,2023-10-10 15:57:00
1048,Bruninho,BeBold,37.5,MAPS 1-2 Kills,124,2023-10-10,2023-10-10 15:57:00
1049,lub,BeBold,34.5,MAPS 1-2 Kills,124,2023-10-10,2023-10-10 15:57:00
1050,cerolzin,FURIA Academy,16.5,MAPS 1-2 Headshots,124,2023-10-10,2023-10-10 15:57:00
1051,bnc,FURIA Academy,16.0,MAPS 1-2 Headshots,124,2023-10-10,2023-10-10 15:57:00
1052,beg0d,FURIA Academy,16.5,MAPS 1-2 Headshots,124,2023-10-10,2023-10-10 15:57:00
1053,leleo,FURIA Academy,13.0,MAPS 1-2 Headshots,124,2023-10-10,2023-10-10 15:57:00
1054,kye,BeBold,22.0,MAPS 1-2 Headshots,124,2023-10-10,2023-10-10 15:57:00
1055,mello,BeBold,12.0,MAPS 1-2 Headshots,124,2023-10-10,2023-10-10 15:57:00
1056,Bruninho,BeBold,23.5,MAPS 1-2 Headshots,124,2023-10-10,2023-10-10 15:57:00
1057,lub,BeBold,18.5,MAPS 1-2 Headshots,124,2023-10-10,2023-10-10 15:57:00
1058,POLO,PGE Turow,39.5,MAPS 1-2 Kills,124,2023-10-11,2023-10-10 15:57:00
1059,Prism,PGE Turow,39.5,MAPS 1-2 Kills,124,2023-10-11,2023-10-10 15:57:00
1060,Qlocuu,PGE Turow,35.5,MAPS 1-2 Kills,124,2023-10-11,2023-10-10 15:57:00
1061,phr,PGE Turow,31.5,MAPS 1-2 Kills,124,2023-10-11,2023-10-10 15:57:00
1062,Furlan,PGE Turow,32.5,MAPS 1-2 Kills,124,2023-10-11,2023-10-10 15:57:00
1063,Markos,Illuminar,36.5,MAPS 1-2 Kills,124,2023-10-11,2023-10-10 15:57:00
1064,b1elany,Illuminar,35.5,MAPS 1-2 Kills,124,2023-10-11,2023-10-10 15:57:00
1065,kadziu,Illuminar,33.5,MAPS 1-2 Kills,124,2023-10-11,2023-10-10 15:57:00
1066,gRuChA,Illuminar,34.0,MAPS 1-2 Kills,124,2023-10-11,2023-10-10 15:57:00
1067,darko,Illuminar,31.5,MAPS 1-2 Kills,124,2023-10-11,2023-10-10 15:57:00
1068,POLO,PGE Turow,10.5,MAPS 1-2 Headshots,124,2023-10-11,2023-10-10 15:57:00
1069,Prism,PGE Turow,19.0,MAPS 1-2 Headshots,124,2023-10-11,2023-10-10 15:57:00
1070,Qlocuu,PGE Turow,17.5,MAPS 1-2 Headshots,124,2023-10-11,2023-10-10 15:57:00
1071,phr,PGE Turow,15.0,MAPS 1-2 Headshots,124,2023-10-11,2023-10-10 15:57:00
1072,Furlan,PGE Turow,17.0,MAPS 1-2 Headshots,124,2023-10-11,2023-10-10 15:57:00
1073,Markos,Illuminar,10.5,MAPS 1-2 Headshots,124,2023-10-11,2023-10-10 15:57:00
1074,b1elany,Illuminar,16.5,MAPS 1-2 Headshots,124,2023-10-11,2023-10-10 15:57:00
1075,kadziu,Illuminar,18.0,MAPS 1-2 Headshots,124,2023-10-11,2023-10-10 15:57:00
1076,gRuChA,Illuminar,20.5,MAPS 1-2 Headshots,124,2023-10-11,2023-10-10 15:57:00
1077,darko,Illuminar,14.0,MAPS 1-2 Headshots,124,2023-10-11,2023-10-10 15:57:00
1078,XELLOW,Sangal,39.5,MAPS 1-2 Kills,124,2023-10-11,2023-10-10 15:57:00
1079,ragga,Sangal,37.5,MAPS 1-2 Kills,124,2023-10-11,2023-10-10 15:57:00
1080,smekk-,Sangal,37.0,MAPS 1-2 Kills,124,2023-10-11,2023-10-10 15:57:00
1081,s0und,Sangal,36.5,MAPS 1-2 Kills,124,2023-10-11,2023-10-10 15:57:00
1082,BTN,Sangal,31.0,MAPS 1-2 Kills,124,2023-10-11,2023-10-10 15:57:00
1083,kyuubii,Nexus,40.0,MAPS 1-2 Kills,124,2023-10-11,2023-10-10 15:57:00
1084,sausol,Nexus,31.5,MAPS 1-2 Kills,124,2023-10-11,2023-10-10 15:57:00
1085,LNZ,Nexus,33.5,MAPS 1-2 Kills,124,2023-10-11,2023-10-10 15:57:00
1086,PANIX,Nexus,35.5,MAPS 1-2 Kills,124,2023-10-11,2023-10-10 15:57:00
1087,Yxngstxr,Nexus,31.5,MAPS 1-2 Kills,124,2023-10-11,2023-10-10 15:57:00
1088,XELLOW,Sangal,13.0,MAPS 1-2 Headshots,124,2023-10-11,2023-10-10 15:57:00
1089,ragga,Sangal,19.5,MAPS 1-2 Headshots,124,2023-10-11,2023-10-10 15:57:00
1090,smekk-,Sangal,18.5,MAPS 1-2 Headshots,124,2023-10-11,2023-10-10 15:57:00
1091,s0und,Sangal,22.5,MAPS 1-2 Headshots,124,2023-10-11,2023-10-10 15:57:00
1092,BTN,Sangal,16.0,MAPS 1-2 Headshots,124,2023-10-11,2023-10-10 15:57:00
1093,kyuubii,Nexus,19.5,MAPS 1-2 Headshots,124,2023-10-11,2023-10-10 15:57:00
1094,sausol,Nexus,16.5,MAPS 1-2 Headshots,124,2023-10-11,2023-10-10 15:57:00
1095,LNZ,Nexus,16.5,MAPS 1-2 Headshots,124,2023-10-11,2023-10-10 15:57:00
1096,PANIX,Nexus,9.0,MAPS 1-2 Headshots,124,2023-10-11,2023-10-10 15:57:00
1097,Yxngstxr,Nexus,16.5,MAPS 1-2 Headshots,124,2023-10-11,2023-10-10 15:57:00
1098,podi,Sashi,40.5,MAPS 1-2 Kills,124,2023-10-12,2023-10-10 15:57:00
1099,myltsi,Sashi,37.0,MAPS 1-2 Kills,124,2023-10-12,2023-10-10 15:57:00
1100,juissi,Sashi,36.0,MAPS 1-2 Kills,124,2023-10-12,2023-10-10 15:57:00
1101,HENU,Sashi,34.5,MAPS 1-2 Kills,124,2023-10-12,2023-10-10 15:57:00
1102,S1rva,Sashi,28.5,MAPS 1-2 Kills,124,2023-10-12,2023-10-10 15:57:00
1103,J3nsyy,ENCE Academy,39.5,MAPS 1-2 Kills,124,2023-10-12,2023-10-10 15:57:00
1104,aizy,ENCE Academy,38.0,MAPS 1-2 Kills,124,2023-10-12,2023-10-10 15:57:00
1105,PR1mE,ENCE Academy,37.5,MAPS 1-2 Kills,124,2023-10-12,2023-10-10 15:57:00
1106,Speedy,ENCE Academy,33.5,MAPS 1-2 Kills,124,2023-10-12,2023-10-10 15:57:00
1107,nut nut,ENCE Academy,33.5,MAPS 1-2 Kills,124,2023-10-12,2023-10-10 15:57:00
1108,podi,Sashi,10.0,MAPS 1-2 Headshots,124,2023-10-12,2023-10-10 15:57:00
1109,myltsi,Sashi,19.5,MAPS 1-2 Headshots,124,2023-10-12,2023-10-10 15:57:00
1110,juissi,Sashi,23.0,MAPS 1-2 Headshots,124,2023-10-12,2023-10-10 15:57:00
1111,HENU,Sashi,15.0,MAPS 1-2 Headshots,124,2023-10-12,2023-10-10 15:57:00
1112,S1rva,Sashi,14.0,MAPS 1-2 Headshots,124,2023-10-12,2023-10-10 15:57:00
1113,J3nsyy,ENCE Academy,12.0,MAPS 1-2 Headshots,124,2023-10-12,2023-10-10 15:57:00
1114,aizy,ENCE Academy,20.0,MAPS 1-2 Headshots,124,2023-10-12,2023-10-10 15:57:00
1115,PR1mE,ENCE Academy,20.5,MAPS 1-2 Headshots,124,2023-10-12,2023-10-10 15:57:00
1116,Speedy,ENCE Academy,17.0,MAPS 1-2 Headshots,124,2023-10-12,2023-10-10 15:57:00
1117,nut nut,ENCE Academy,18.0,MAPS 1-2 Headshots,124,2023-10-12,2023-10-10 15:57:00
1118,DEPRESHN,FTW,38.5,MAPS 1-2 Kills,124,2023-10-12,2023-10-10 15:57:00
1119,tAk,FTW,34.5,MAPS 1-2 Kills,124,2023-10-12,2023-10-10 15:57:00
1120,Svedjehed,FTW,36.5,MAPS 1-2 Kills,124,2023-10-12,2023-10-10 15:57:00
1121,Dementor,FTW,37.5,MAPS 1-2 Kills,124,2023-10-12,2023-10-10 15:57:00
1122,delle,FTW,35.0,MAPS 1-2 Kills,124,2023-10-12,2023-10-10 15:57:00
1123,NOPEEJ,AGO,35.0,MAPS 1-2 Kills,124,2023-10-12,2023-10-10 15:57:00
1124,Shr,AGO,37.5,MAPS 1-2 Kills,124,2023-10-12,2023-10-10 15:57:00
1125,pr,AGO,34.5,MAPS 1-2 Kills,124,2023-10-12,2023-10-10 15:57:00
1126,stadodo,AGO,34.0,MAPS 1-2 Kills,124,2023-10-12,2023-10-10 15:57:00
1127,Ag1l,AGO,34.0,MAPS 1-2 Kills,124,2023-10-12,2023-10-10 15:57:00
1128,DEPRESHN,FTW,11.0,MAPS 1-2 Headshots,124,2023-10-12,2023-10-10 15:57:00
1129,tAk,FTW,16.0,MAPS 1-2 Headshots,124,2023-10-12,2023-10-10 15:57:00
1130,Svedjehed,FTW,16.5,MAPS 1-2 Headshots,124,2023-10-12,2023-10-10 15:57:00
1131,Dementor,FTW,16.5,MAPS 1-2 Headshots,124,2023-10-12,2023-10-10 15:57:00
1132,delle,FTW,18.0,MAPS 1-2 Headshots,124,2023-10-12,2023-10-10 15:57:00
1133,NOPEEJ,AGO,18.5,MAPS 1-2 Headshots,124,2023-10-12,2023-10-10 15:57:00
1134,Shr,AGO,17.0,MAPS 1-2 Headshots,124,2023-10-12,2023-10-10 15:57:00
1135,pr,AGO,17.0,MAPS 1-2 Headshots,124,2023-10-12,2023-10-10 15:57:00
1136,stadodo,AGO,11.5,MAPS 1-2 Headshots,124,2023-10-12,2023-10-10 15:57:00
